"","Gene.ID","C12T1","C12T7","C14T1","C14T9","C23T7","C23T8","C26T10A","C26T9A","C27T10A","C27T9A","C28T7","C28T8","C10T5B","C10T6","C15T11A","C15T9","C16T10","C16T12A","C21T16","C21T7C","C4T11A","C4T12A","C6T10","C6T9","Gene.Symbol","Aliases","Entrez.ID","Ensembl.ID","GO.Accession"
"1",939978,8.768661,8.785058,7.6051064,8.3479595,8.998977,8.496644,9.003,8.09576,8.54474,8.80683,8.371106,8.977367,7.7160134,7.9056334,8.923404,7.8783054,9.034556,8.366763,7.810545,8.689879,7.896646,8.183715,9.246219,9.057539,"BSU00010",NA,939978,NA,"GO:0003677|GO:0003688|GO:0005524|GO:0006270|GO:0006275"
