aseR,938089,BSU05330
ydfA,939905,BSU05340
ydfB,938079,BSU05350
ydfC,938086,BSU05360
ydfD,939903,BSU05370
ydfE,939898,BSU05380
ydfF,938084,BSU05390
ydfG,938081,BSU05400
ydzP,8302941,BSU05408
ydzQ,8303032,BSU05409
ydfH,938076,BSU05410
ydfI,938080,BSU05420
ydfJ,939901,BSU05430
nap,938069,BSU05440
ydfK,939896,BSU05450
ydfL,938078,BSU05460
ydfM,939900,BSU05470
ydfN,939899,BSU05480
ydfO,939894,BSU05490
ydfP,938077,BSU05500
ydfQ,938062,BSU05510
ydzH,938074,BSU05520
ydzR,8303211,BSU05529
ydfR,939897,BSU05530
ydfS,939890,BSU05540
cotP,938073,BSU05550
ydgA,938065,BSU05560
ydgB,938056,BSU05570
ydgC,938064,BSU05580
ydgD,939895,BSU05590
ydgE,939907,BSU05600
vmlR,938053,BSU05610
ydgF,938050,BSU05620
dinB,938057,BSU05630
ydgG,939880,BSU05640
ydgH,938043,BSU05650
ydgI,938001,BSU05660
ydgJ,938036,BSU05670
ydgK,938060,BSU05680
ydhB,939893,BSU05690
ydhC,938042,BSU05700
ydhD,939885,BSU05710
ydhE,939868,BSU05720
ydhF,938019,BSU05730
phoB,938004,BSU05740
ydhG,938031,BSU05750
ydhH,939877,BSU05760
ydhI,939866,BSU05770
ydhJ,938014,BSU05780
ydhK,939873,BSU05790
pbuE,937996,BSU05800
gmuB,938018,BSU05810
gmuA,938039,BSU05820
gmuC,939882,BSU05830
gmuD,939872,BSU05840
gmuR,939879,BSU05850
gmuE,938016,BSU05860
gmuF,938028,BSU05870
gmuG,938034,BSU05880
none,NaN,NEWGENE13
none,NaN,NEWGENE14
thiL,939867,BSU05900
ydiB,938047,BSU05910
ydiC,939874,BSU05920
rimI,937997,BSU05930
gcp,938020,BSU05940
ydiF,938013,BSU05950
moaC,939875,BSU05960
ydiH,939871,BSU05970
tatAY,939878,BSU05980
tatCY,938010,BSU05990
ydiK,939870,BSU06000
ydiL,938033,BSU06010
groES,938006,BSU06020
groEL,938045,BSU06030
ydiM,939886,BSU06040
ydzU,8302904,BSU06048
ydiO,939892,BSU06060
ydiP,939876,BSU06070
ydiR,938002,BSU06090
ydiS,938023,BSU06100
ydjA,939884,BSU06110
ydjB,935917,BSU06120
ydjC,936012,BSU06130
gutR,938026,BSU06140
gutB,939495,BSU06150
gutP,936004,BSU06160
ydjE,939494,BSU06170
pspA,936013,BSU06180
ydjG,939489,BSU06190
ydjH,936015,BSU06200
ydjI,939493,BSU06210
ydjJ,936027,BSU06220
iolT,936014,BSU06230
bdhA,939490,BSU06240
ydjM,936017,BSU06250
ydjN,939488,BSU06260
ydzJ,8303125,BSU06269
ydjO,936021,BSU06270
ydjP,936035,BSU06280
yeaA,936018,BSU06290
cotA,936023,BSU06300
gabP,939485,BSU06310
ydzX,8303160,BSU06319
yeaB,936032,BSU06320
yeaC,939484,BSU06330
yeaD,939486,BSU06340
yebA,936029,BSU06350
guaA,936028,BSU06360
pbuG,936043,BSU06370
yebC,939478,BSU06380
yebD,936033,BSU06390
yebE,939480,BSU06400
yebG,939351,BSU06410
purE,939481,BSU06420
purK,936039,BSU06430
purB,936048,BSU06440
purC,939389,BSU06450
purS,936041,BSU06460
purQ,938760,BSU06470
purL,939233,BSU06480
purF,936046,BSU06490
purM,936044,BSU06500
purN,936045,BSU06510
purH,936053,BSU06520
purD,938741,BSU06530
yezC,936047,BSU06540
yecA,936051,BSU06550
yezF,8302929,BSU06559
yerA,939337,BSU06560
yerB,936050,BSU06570
yerC,936049,BSU06580
yerD,936058,BSU06590
pcrB,936052,BSU06600
pcrA,938747,BSU06610
ligA,936056,BSU06620
yerH,938744,BSU06630
yerI,936055,BSU06640
sapB,936054,BSU06650
opuE,939439,BSU06660
gatC,936063,BSU06670
gatA,938748,BSU06680
gatB,936057,BSU06690
yerO,939889,BSU06700
swrC,938055,BSU06710
yerQ,936061,BSU06720
yefA,936060,BSU06730
yefB,938745,BSU06740
yefC,938743,BSU06750
yeeA,936059,BSU06760
yeeB,936068,BSU06770
yeeC,936062,BSU06780
yeeD,938755,BSU06790
yezA,938751,BSU06800
yezG,8303066,BSU06811
yeeF,938753,BSU06812
yeeG,938041,BSU06820
rapH,936065,BSU06830
phrH,8303115,BSU06839
yeeI,938749,BSU06840
yeeK,936073,BSU06850
yezE,2914263,BSU06860
yesE,936064,BSU06870
yesF,936067,BSU06880
cotJA,938758,BSU06890
cotJB,936071,BSU06900
cotJC,938762,BSU06910
yesJ,936070,BSU06920
yesK,936069,BSU06930
yesL,938754,BSU06940
yesM,936078,BSU06950
yesN,938764,BSU06960
yesO,936072,BSU06970
yesP,936076,BSU06980
yesQ,938765,BSU06990
yesR,938759,BSU07000
yesS,936075,BSU07010
rhgT,936074,BSU07020
yesU,936083,BSU07030
yesV,936077,BSU07040
yesW,938769,BSU07050
yesX,936081,BSU07060
yesY,938772,BSU07070
yesZ,936080,BSU07080
yetA,938776,BSU07090
lplA,936079,BSU07100
lplB,936088,BSU07110
lplC,938767,BSU07120
lplD,938770,BSU07130
yetF,936086,BSU07140
yetG,936085,BSU07150
yetH,938777,BSU07160
yezD,938773,BSU07190
yetJ,938782,BSU07200
yetK,936091,BSU07210
yetL,938778,BSU07220
yetM,936090,BSU07230
yetN,936089,BSU07240
yetO,938784,BSU07250
ltaSA,936099,BSU07260
yfnH,938779,BSU07270
yfnG,938783,BSU07280
yfnF,936097,BSU07290
yfnE,938781,BSU07300
yfnD,936096,BSU07310
yfnC,936104,BSU07320
yfnB,936095,BSU07330
yfnA,936098,BSU07340
yfmT,938788,BSU07350
yfmS,936102,BSU07360
yfmR,936100,BSU07370
yfmQ,938786,BSU07380
yfmP,936101,BSU07390
yfmO,936111,BSU07400
yfmN,938796,BSU07410
yfmM,936103,BSU07420
yfmL,938792,BSU07430
yfmK,936108,BSU07440
yfmJ,936106,BSU07450
yfmI,936105,BSU07460
yfmG,938798,BSU07480
yfmF,936117,BSU07490
yfmE,939692,BSU07500
yfmD,936110,BSU07510
yfmC,936114,BSU07520
yfmB,938795,BSU07530
yfmA,938800,BSU07540
yflT,938794,BSU07550
pel,936113,BSU07560
yflS,936122,BSU07570
citS,939687,BSU07580
citT,938806,BSU07590
yflP,936116,BSU07600
citM,938801,BSU07610
yflN,936120,BSU07620
nosA,938802,BSU07630
yflL,939684,BSU07640
yflK,936119,BSU07650
yflJ,939685,BSU07660
yflI,936118,BSU07670
yflH,936129,BSU07680
yflG,936121,BSU07690
nagP,938807,BSU07700
yflE,939200,BSU07710
yflD,936125,BSU07720
yflB,936124,BSU07735
yflA,939686,BSU07750
yfkT,936135,BSU07760
yfkS,936123,BSU07770
yfkR,936126,BSU07780
yfkQ,939688,BSU07790
treP,939188,BSU07800
treA,939690,BSU07810
treR,936133,BSU07820
yfkO,939189,BSU07830
yfkN,936131,BSU07840
yfkM,938808,BSU07850
yfkL,939689,BSU07860
yfkK,936130,BSU07870
yfkJ,939191,BSU07880
yfkI,939691,BSU07890
yfkH,936134,BSU07900
yfkF,939190,BSU07910
yfkE,939693,BSU07920
yfkD,936138,BSU07930
yfkC,936137,BSU07940
yfkA,938812,BSU07955
yfjT,939694,BSU07970
pdaA,936136,BSU07980
yfjR,939198,BSU07990
yfjQ,936159,BSU08000
yfjP,939192,BSU08010
yfjO,936146,BSU08020
yfzA,8302973,BSU08029
dusC,936154,BSU08030
yfjM,939698,BSU08040
yfjL,939202,BSU08050
acoA,936152,BSU08060
acoB,939697,BSU08070
acoC,936147,BSU08080
acoL,939702,BSU08090
acoR,936148,BSU08100
sspH,939208,BSU08110
yfjF,939201,BSU08120
yfjE,939699,BSU08130
yfjD,936158,BSU08140
yfjC,939231,BSU08150
yfjB,939700,BSU08160
yfjA,936160,BSU08170
malA,936161,BSU08180
malR,939205,BSU08190
malP,939713,BSU08200
malQ,936163,BSU08210
yfiC,936167,BSU08220
catD,939204,BSU08230
catE,936164,BSU08240
yfiF,939704,BSU08250
yfiG,939710,BSU08260
yfiH,939706,BSU08270
yfiI,936177,BSU08280
yfiJ,936171,BSU08290
yfiK,939209,BSU08300
yfiL,936175,BSU08310
yfiM,939210,BSU08320
yfiN,939705,BSU08330
padR,936174,BSU08340
estB,939715,BSU08350
yfiQ,936185,BSU08360
yfiR,936176,BSU08370
yfiS,939219,BSU08380
yfiT,939711,BSU08390
yfiU,936182,BSU08400
yfiV,939218,BSU08410
mprF,8303094,BSU08425
yfiY,939206,BSU08440
yfiZ,936179,BSU08450
yfhA,939714,BSU08460
yfhB,936191,BSU08470
yfhC,939221,BSU08480
yfhD,939709,BSU08490
yfhE,936184,BSU08500
yfhF,939217,BSU08510
recX,939727,BSU08520
yfhH,936189,BSU08530
yfhI,939712,BSU08540
sspK,2914224,BSU08550
yfhJ,936188,BSU08560
yfhK,939215,BSU08570
yfhL,939228,BSU08580
yfhM,936187,BSU08590
csbB,939717,BSU08600
yfhO,936195,BSU08610
yfhP,936190,BSU08620
yfhQ,939222,BSU08630
yfhS,936193,BSU08640
fabL,939223,BSU08650
sspE,939716,BSU08660
ygaB,939220,BSU08670
ygaC,936192,BSU08680
ygaD,936200,BSU08690
ygaE,939721,BSU08700
gsaB,936194,BSU08710
ygaF,2914207,BSU08720
perR,939227,BSU08730
ygzB,2914245,BSU08740
ygxA,936198,BSU08750
none,NaN,NEWGENE15
spo0M,939725,BSU08760
ygzA,936205,BSU08770
ygzC,8302962,BSU08779
ygaJ,939241,BSU08780
thiC,939745,BSU08790
ygaK,939245,BSU08800
senS,936207,BSU08810
katA,939240,BSU08820
ssuB,939730,BSU08830
ssuA,936215,BSU08840
ssuC,936208,BSU08850
ssuD,939733,BSU08860
ygaN,939249,BSU08870
rpsN,936213,BSU08880
ygaO,939244,BSU08890
ygzD,8303098,BSU08899
yhzB,939736,BSU08900
yhbA,939243,BSU08910
yhbB,936223,BSU08920
cspR,939735,BSU08930
yhbD,936214,BSU08940
yhbE,939252,BSU08950
yhbF,936219,BSU08960
prkA,939250,BSU08970
yhbH,936217,BSU08980
yhbI,939247,BSU08990
yhbJ,936216,BSU09000
yhcA,936235,BSU09010
yhcB,939734,BSU09020
yhcC,936220,BSU09030
yhcD,939260,BSU09040
yhcE,939256,BSU09050
yhcF,936231,BSU09060
yhcG,939738,BSU09070
yhcH,936229,BSU09080
yhcI,939251,BSU09090
cspB,936224,BSU09100
yhcJ,939261,BSU09110
yhcK,936246,BSU09120
tcyP,939257,BSU09130
yhcM,939279,BSU09140
yhcN,939739,BSU09150
yhcO,936243,BSU09165
yhcQ,936236,BSU09180
yhcR,936241,BSU09190
yhcS,939748,BSU09200
yhcT,936253,BSU09210
yhcU,936261,BSU09220
yhcV,939740,BSU09230
yhcW,936244,BSU09240
yhcX,939265,BSU09250
yhxA,939742,BSU09260
glpP,936251,BSU09270
glpF,939266,BSU09280
glpK,939741,BSU09290
glpD,936250,BSU09300
pgcA,936247,BSU09310
yhcY,939760,BSU09320
yhcZ,939750,BSU09330
yhdA,936266,BSU09340
yhdB,939272,BSU09350
yhdC,936252,BSU09360
lytF,939271,BSU09370
nsrR,939744,BSU09380
ygxB,936263,BSU09390
spoVR,939747,BSU09400
phoA,936265,BSU09410
lytE,939269,BSU09420
citR,939267,BSU09430
citA,936270,BSU09440
yhdF,939749,BSU09450
ctrA,939746,BSU09460
yhdH,936264,BSU09470
yhdI,939277,BSU09480
yhdJ,939275,BSU09490
yhdK,936268,BSU09500
yhdL,939753,BSU09510
sigM,936267,BSU09520
yhdN,939270,BSU09530
plsC,936269,BSU09540
yhdP,939280,BSU09550
cueR,939283,BSU09560
yhdR,939752,BSU09570
yhdT,936275,BSU09590
crcBA,939754,BSU09600
yhdV,936272,BSU09610
yhdW,939751,BSU09620
yhdX,939284,BSU09630
yhdY,939285,BSU09640
yhdZ,936271,BSU09650
yheN,936280,BSU09660
dat,939759,BSU09670
nhaC,936274,BSU09680
nhaX,939286,BSU09690
yheJ,939757,BSU09700
yheI,936278,BSU09710
yheH,939287,BSU09720
yheG,939755,BSU09730
yheF,936277,BSU09740
sspB,939281,BSU09750
yheE,939756,BSU09760
yheD,936276,BSU09770
yheC,939293,BSU09780
yheB,939764,BSU09790
yheA,936288,BSU09800
yhaZ,939758,BSU09810
yhaX,939288,BSU09830
hemZ,937935,BSU09840
yhaU,939761,BSU09850
khtT,936284,BSU09860
khtS,939291,BSU09870
yhaR,939767,BSU09880
yhzD,8303023,BSU09889
natA,936283,BSU09890
natB,939763,BSU09900
yhaO,936282,BSU09910
yhaN,936294,BSU09920
yhaM,939762,BSU09930
yhaL,936285,BSU09940
prsA,939294,BSU09950
yhzE,8303205,BSU09958
yhaJ,936292,BSU09965
yhaI,939295,BSU09980
hpr,939765,BSU09990
yhaH,936291,BSU10000
yhzF,8303073,BSU10009
trpP,936290,BSU10010
serC,936304,BSU10020
hinT,939769,BSU10030
