Gene ID,C12T1,C12T7,C14T1,C14T9,C23T7,C23T8,C26T10A,C26T9A,C27T10A,C27T9A,C28T7,C28T8,C10T5B,C10T6,C15T11A,C15T9,C16T10,C16T12A,C21T16,C21T7C,C4T11A,C4T12A,C6T10,C6T9,Gene Symbol,Aliases,Entrez ID,Ensembl ID,GO Accession
939333,7.171998,8.196272,7.366321,7.3012977,7.4151335,7.2321186,7.7585955,7.8370414,7.104082,7.307933,7.7777395,7.4948797,7.4949417,7.784612,7.5027514,7.8671393,7.9242573,7.7094636,7.0370727,7.1777587,7.7602,7.877701,7.70454,7.7376776,BSU10760,,939333,,
936350,12.010127,10.70118,13.582298,13.971351,12.54006,12.549116,12.518311,13.4571085,12.821635,12.684123,11.257085,12.661085,13.250521,13.514645,12.954816,14.315848,12.230499,13.427919,12.906954,12.725471,12.743026,12.485205,12.26365,11.7535715,BSU10770,,936350,,GO:0004289|GO:0006508
936354,0,0,0.4604915,0,0,0,0,0.17454858,0,0.12593067,0,0.15245986,0,1.3852166,0,0,0.17137259,0,0,0.734475,0,0.24920128,0,0,BSU10780,,936354,,
939783,0.36293024,0.77371573,2.045454,0,4.3047094,1.079427,1.272197,1.759511,2.5501072,2.1452959,1.228949,1.1524599,0,0,1.6888016,3.9954967,4.5814424,4.2928267,2.8550267,2.5418298,0,1.2492013,2.188372,3.0116928,BSU10790,,939783,,
2914284,3.4038227,2.86005,2.7824197,3.3137188,0,2.9863176,4.2721972,3.4285378,2.1350696,2.500391,2.8139117,2.879247,4.7045975,4.399491,2.5852323,2.836203,2.6308043,3.4102557,2.9082859,2.526604,4.1506915,4.1894255,3.309315,2.8806555,BSU10800,,2914284,,
936353,4.9478927,5.2749853,5.4604917,4.898681,5.167206,4.661983,5.5201244,5.081439,5.720032,5.260773,5.311228,4.5447774,5.83944,5.3852167,5.842607,6.13552,5.0035787,6.45581,4.3972845,4.1267924,4.9536004,5.7727633,5.1755934,5.194915,BSU10810,,936353,,
939335,3.6483326,5.3663387,2.4604914,2.7287562,3.4302404,1.079427,4.079552,1.759511,3.3574622,2.8822615,4.21627,5.281743,3.7239625,3.970179,3.5367985,3.2950568,3.833578,4.2928267,2.439989,3.9297554,2.4502516,4.056556,3.907779,4.1687365,BSU10820,,939335,,GO:0006855|GO:0015559|GO:0016020|GO:0042493
936352,4.0710154,4.059118,4.3769684,5.635647,4.752168,4.160125,4.077802,4.67522,5.456998,4.029023,5.1831455,5.184561,5.494715,4.82484,4.348671,4.464982,4.614316,4.7716427,4.1255555,3.9778252,4.620177,4.8895907,3.608434,4.142002,BSU10830,,936352,,GO:0003700|GO:0005622|GO:0006355|GO:0043565
936363,4.983073,4.466652,5.8180437,5.635647,5.906389,5.3997602,5.565353,5.532312,6.0240617,5.3114758,6.0269995,5.7671695,6.144192,5.5551414,5.6817837,5.5045104,5.3602037,5.4506464,5.212579,5.3779893,5.5377145,5.3784842,4.3209968,4.390436,BSU10840,,936363,,GO:0005488|GO:0008643|GO:0042597|GO:0045449
939785,4.692054,4.8309565,5.546256,7.646665,5.015203,5.182471,3.272197,5.213687,4.404103,4.01017,3.398874,4.8226204,6.4565935,6.161913,4.554061,6.432239,3.6949346,6.09324,5.898176,4.1899667,5.477368,5.1509533,4.803635,4.6989822,BSU10850,,939785,,GO:0008152|GO:0016491
936355,4.117818,4.929141,8.112035,8.966332,7.364456,5.6875896,8.340841,7.523151,7.80421,7.1425686,8.9227085,8.442089,10.065765,9.553685,6.689785,6.398153,5.2021503,6.443089,6.4653397,6.666602,7.908752,8.163584,3.7976894,4.315668,BSU10860,,936355,,
939338,0,0.35867816,0,0,0,1.079427,0.6872346,0,1.5501071,0.56033343,0.22894901,1.9680352,2.1390002,1.3852166,0.36687365,0.29505688,0.17137259,0,0,1.3194374,2.0352142,1.2492013,0,0,BSU10870,,939338,,
936360,3.6108577,3.5135639,4.367382,2.7287562,2.4302404,3.955207,3.272197,3.9819036,3.7296183,4.083895,3.036304,3.6118915,0,2.3852167,3.6148012,4.1024117,3.0782633,3.8172915,4.3078856,3.1939065,3.7666202,3.0565562,3.3762827,3.435719,BSU10880,,936360,,GO:0003700|GO:0006355
939343,5.5313034,5.984783,4.882049,5.059742,5.8230433,6.087051,5.9545693,5.789847,5.4368186,5.6507645,4.92345,5.30429,5.460928,5.9262357,5.9663534,5.0743165,5.058612,6.053134,5.3811355,5.944077,6.155914,5.989337,6.094811,5.869067,BSU10890,,939343,,
939790,1.6790761,3.6544013,2.4604914,3.3137188,3.4302404,2.7798667,2.0091627,2.9819036,0.5501071,2.3676884,0.22894901,1.4972883,0,3.3852167,0.95183617,0.29505688,0.7563352,1.544273,2.1769547,2.479094,0.4502516,2.5711293,2.2583919,2.5326388,BSU10900,,939790,,GO:0008152|GO:0016787
936359,0,0,0.4604915,2.7287562,0,0,0,0,0,0,0,0,0,0,0,0.29505688,1.1713727,0,0,0,0,0,0,0,BSU10910,,936359,,GO:0004020|GO:0006790
939334,0,0.35867816,0,0,2.4302404,0.079427004,0.6872346,0,0.5501071,0,0.22894901,0.15245986,0,0,0,0,0,0,2.1769547,0,1.4502516,0.24920128,0,0,BSU10920,,939334,,GO:0004781
939787,0,0,0.4604915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4502516,0,0,0,BSU10930,,939787,,
936357,0.5164047,0,0.4604915,0,0.84527785,0,0,0.17454858,0,0,0,0,0,1.3852166,0,0,0,0,0,0,0.4502516,0,0,0.74865836,BSU10940,,936357,,
939794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29505688,0,0,0,0.734475,0,0,0,0,BSU10950,,939794,,
936377,0,0,0.4604915,0,0,0,0,0.17454858,0,0,0,0,0,0,0,0,0,0,0,2.0564032,0,0,0,0,BSU10960,,936377,,
939345,2.947893,1.5810707,4.160931,4.728756,3.4302404,2.6643896,2.4945896,2.1745486,3.5501072,2.7302585,3.2449546,1.7374223,3.1390002,3.7071447,3.4898925,3.923559,3.1713727,2.6489704,3.3144581,2.5418298,3.4502516,3.5711293,3.2930691,2.6746578,BSU10970,,939345,,GO:0016853|GO:0019439
939791,3.3629303,1.4652499,3.6304164,4.898681,2.8452778,2.886782,2.272197,2.759511,3.1350696,3.4672241,3.9853861,2.9598148,4.139,4.1925716,2.958536,3.2905743,1.9787276,2.6489704,2.439989,2.734475,3.2576065,3.0609348,1.8780317,2.1338131,BSU10980,,939791,,GO:0005215|GO:0005887|GO:0006810
936361,5.7741237,6.4587207,6.9856005,6.931512,6.520694,5.7595115,5.882322,6.315768,5.6904454,5.934632,6.4798183,6.9087048,6.308925,6.7925696,5.803208,6.145509,5.7020235,6.2048736,6.129384,6.0814414,6.3719726,6.4642835,6.3819566,6.2389517,BSU10990,,936361,,GO:0008080|GO:0008152
939344,4.6544986,5.4143233,5.8692546,4.077304,4.588059,4.5444407,4.7370872,5.2932177,5.073669,5.05315,5.0928607,5.4119363,4.723963,3.970179,4.9518447,4.9085507,4.4357305,4.559095,4.5779066,4.5498614,5.6986866,5.7843046,5.3318844,5.2508287,BSU11000,,939344,,GO:0008080|GO:0008152
939796,2.5328553,2.4741554,3.919923,4.050684,4.43024,2.9647846,4.731629,5.298325,5.5835304,4.4183145,4.929389,4.9598145,4.723963,4.3852167,4.067313,3.9515254,3.411068,3.8188953,6.0249515,4.54183,5.6981792,5.5544424,1.7525008,2.12717,BSU11010,,939796,,GO:0008152|GO:0008898
936375,5.622658,7.304479,4.5897746,5.182932,5.754091,6.8083434,5.8603706,4.2855797,5.466016,6.1609764,5.029632,6.0657773,5.0108438,5.4726796,6.317593,5.962077,6.128428,5.7969728,5.4181848,5.766476,5.448938,5.436652,7.1280704,6.8596115,BSU11020,,936375,,
939792,7.2070208,8.045884,5.6361303,5.342288,7.131809,6.9628773,7.027939,6.561704,6.3174148,6.7583447,6.7208023,6.8901467,5.5984316,5.9274745,7.009142,6.824253,7.525673,7.4324923,6.247344,6.604756,6.64678,6.5811133,7.8164873,7.8556204,BSU11030,,939792,,
936374,0.048821762,2.6720047,2.045454,2.7287562,2.3609934,1.8670913,3.8951273,3.510832,1.9013251,3.3676884,3.6883807,4.1524596,5.139,4.7071447,2.951836,3.3920376,0.19670522,2.9517102,0,1.734475,2.183652,3.5711293,2.485295,2.3626332,BSU11040,,936374,,GO:0003674|GO:0005575|GO:0008150
936373,0,0,0,0,2.0428069,0,0,0.17454858,2.3938932,1.145296,0,1.1524599,0,0,0.36687365,0.34467462,1.3595023,0.64897037,0,0.734475,0,0.24920128,0,0.45568478,BSU11055,,936373,,
939348,0.36293024,0,0,0,0,0,0,1.1745486,0,0,0,0,0,0,0,0.29505688,0,0,0,0,0,0,0,0,BSU11070,,939348,,GO:0003674|GO:0005575|GO:0008150
8302950,2.1702852,1.8072386,1.4640105,2.7287562,0.84527785,2.4013553,2.707347,1.3537714,3.8791304,2.778071,1.2609974,0.16012332,2.1390002,3.4537346,2.2093263,1.8800194,0,3.3333259,3.3181963,2.1167262,3.103572,3.0565562,2.2999258,2.0150511,BSU11079,,8302950,,GO:0003700|GO:0006355
939797,4.3933954,4.300552,5.731163,5.635647,4.2739954,4.1843123,4.6088266,4.312068,5.182106,5.436136,4.7422953,3.868295,5.139,6.0312943,3.266109,3.616985,4.1713724,4.5881457,5.835572,4.339565,5.0884056,4.8341637,3.6507785,4.306523,BSU11080,,939797,,GO:0003674|GO:0005575|GO:0008150
939798,3.2562926,3.819901,4.0294685,4.313719,3.8809106,4.0864916,4.0712843,3.748791,4.0095387,3.811901,5.033146,3.210584,4.139,4.5410233,3.4821427,3.412752,3.56369,3.012793,4.099334,2.739987,3.6601431,3.0565562,3.165953,3.6627328,BSU11090,,939798,,
936384,2.5328553,2.4741554,4.367382,5.313719,3.6526327,2.079427,2.8571596,0.9439357,3.4736285,1.145296,2.9850235,3.7139635,5.946355,5.1925716,2.1742284,2.282984,2.3412976,2.8188953,0.8550266,3.317031,3.3951101,1.8341638,2.0312366,2.0116928,BSU11100,,936384,,
936376,6.9173226,7.2172565,7.4933586,7.576252,7.2471814,7.297792,7.6559353,7.1782165,7.363201,7.341595,6.9723153,7.7179794,7.912267,7.8827567,7.659985,7.922499,6.954289,8.264035,7.0677905,7.1006713,7.369754,7.325771,6.7656617,7.3835406,BSU11110,,936376,,GO:0005575|GO:0008150|GO:0016740
939346,6.134008,6.768381,6.4234457,8.333245,7.0063596,5.8304176,8.336107,7.840953,7.055841,6.416725,7.5937777,8.25628,9.281073,9.04914,7.8434753,7.2337737,6.1050935,7.7483544,6.0523415,6.6261177,7.212841,7.690557,6.341383,6.412044,BSU11120,,939346,,
936380,5.7137804,6.1124606,6.4767604,8.197819,6.3399773,5.832056,7.9033866,7.028201,7.2201304,6.589444,7.9100194,7.992348,9.338116,8.8439865,7.4609823,6.962624,6.2122083,7.3322926,5.6959014,6.6598396,7.25094,8.074824,6.322541,5.9285493,BSU11130,,936380,,
8303093,4.889045,5.524939,6.218048,5.4827275,5.408959,4.473406,5.6696734,5.6625495,5.052183,5.7521625,6.100181,5.7355967,6.1335797,5.7766175,5.033062,5.8154526,4.7097316,5.4921103,4.8107233,4.8345733,5.0588408,5.2425523,5.1603384,5.472851,BSU11139,,8303093,,GO:0003674|GO:0005575|GO:0008150
939795,7.0247564,7.1124396,7.6989856,6.931174,7.1569786,6.2045655,7.115214,7.273742,7.136138,6.8795395,7.4139857,6.808091,7.2682834,7.0618305,7.0654855,6.9427752,6.1321,7.0627356,6.551479,6.633492,7.125909,7.0986147,6.688785,6.761033,BSU11140,,939795,,GO:0008152|GO:0016787
939350,6.8867426,6.7922683,7.2066894,6.275959,6.4487557,6.523365,6.368847,6.0013514,6.2421994,6.5346227,6.020242,6.2416186,6.5686903,6.0585847,6.5459523,6.9312916,6.709756,6.5249963,6.366621,6.7693315,6.0112286,6.089742,5.9516196,6.9092956,BSU11150,,939350,,
936378,7.65415,8.255815,7.907273,7.8981004,7.7552567,7.990771,7.661576,7.149415,6.9804897,7.43675,7.313157,7.729665,7.4632106,7.2145586,7.65632,7.156051,7.5607185,8.286528,7.518409,7.4213314,7.7737226,7.462975,7.656894,7.8641095,BSU11160,,936378,,
939799,7.5079517,7.5193534,5.583538,5.3768287,6.4831586,6.7343993,6.0183387,5.2569103,5.7105722,6.7194147,5.0348887,5.804302,5.379823,5.3150077,6.120654,6.136283,6.813079,6.7087264,6.0699096,6.138189,5.936179,5.738146,7.225793,7.5519385,BSU11170,,939799,,GO:0050660|GO:0055114
939355,5.2794967,5.8952594,3.6536098,1.7287561,4.005553,4.523115,4.1734815,3.8749883,3.782801,3.9190066,2.8212593,3.3223848,2.328034,3.7071447,4.585078,3.7544885,5.6082153,5.179173,4.330055,4.8950367,4.035214,3.1634715,5.0728045,5.5334687,BSU11180,,939355,,
936389,2.1702852,4.2507453,0.4604915,0,0.84527785,2.6643896,2.0091627,2.1745486,1.5501071,3.1452959,1.228949,2.1524599,0,0,2.6418808,2.616985,1.9787276,1.9708984,1.4399891,2.734475,2.0352142,2.2492013,3.1676161,3.4389474,BSU11190,,936389,,GO:0003942|GO:0006592
939800,1.3629303,2.9971383,2.045454,3.3137188,0,2.2267337,0.6872346,2.9819036,4.6341715,2.8242784,1.1549485,0.15245986,2.1390002,3.970179,3.0673134,3.1024117,2.6308043,2.2242827,3.7301648,3.1939065,2.7721798,3.3932478,3.0484288,2.2385547,BSU11200,,939800,,GO:0004042|GO:0004358|GO:0006592
936381,0.5620007,2.5731218,0.4604915,1.7287561,0,1.7346679,0,2.1745486,4.7980347,3.0197651,1.228949,2.1524599,2.1390002,2.5284476,1.9518361,2.616985,2.3412976,0,2.7818317,3.756562,1.4502516,2.5711293,2.6159158,2.0116928,BSU11210,,936381,,GO:0003991|GO:0006592
939357,1.0706682,2.9436407,1.4604915,0,0,0.7442851,1.272197,2.095693,4.8720355,2.5603335,2.228949,3.1524599,0,3.5041761,1.9518361,3.4649818,1.7563353,1.2339329,3.175686,2.9365427,3.4502516,2.2492013,2.4110296,0.9627832,BSU11220,,939357,,
936387,0.36293024,2.6033745,0,0,2.4302404,1.2441719,0,1.759511,5.1653066,0,1.8139116,2.9923007,2.1390002,0,0.95183617,1.8800194,1.7563353,0,2.6623814,1.4312104,0.6453887,2.2492013,2.2707493,0.011692712,BSU11230,,936387,,GO:0004088|GO:0005951|GO:0009220
939353,0,3.8761482,2.045454,3.334949,1.8452778,2.079427,2.6872346,4.0863843,5.6022015,3.177771,0.22894901,5.533608,5.754931,2.392469,2.690424,3.2950568,2.1713727,2.2339327,4.328062,2.6532397,2.6279838,3.708633,4.1678343,3.12717,BSU11240,,939353,,GO:0004088|GO:0005951|GO:0009220
936386,2.5328553,4.013193,2.045454,3.1522427,2.4302404,2.9863176,3.0091627,3.2842648,4.2680554,3.154375,0.22894901,5.1678605,4.471181,2.0785327,4.3167,1.8800194,3.8718123,3.4563253,1.5744426,3.6413655,2.7721798,3.834164,3.8439624,4.1816177,BSU11250,,936386,,GO:0004585|GO:0042450
936385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4502516,0,0,0,BSU11260,,936385,,
939364,7.390737,8.568206,6.80809,6.927588,7.163491,6.936213,8.160489,7.3699055,6.920201,7.4409533,7.400746,7.135935,8.00065,6.4161134,8.159441,6.9375286,7.6751084,7.885997,6.6172943,6.772019,7.382599,7.2982273,8.501533,8.548115,BSU11270,,939364,,
936395,2.5328553,3.262038,2.7824197,4.050684,1.8452778,1.9393966,0.6872346,2.7892585,1.5501071,2.42823,1.5737776,2.2247217,2.1390002,1.3852166,2.980405,1.8800194,3.0067914,1.6489704,2.1300337,2.0564032,2.4502516,3.0565562,3.4749668,3.526867,BSU11280,,936395,,
939802,0,0,0.4604915,0,0.84527785,0.079427004,0,0.17454858,0,0,0.07694588,0.90092117,0,0,1.1492822,0,0,2.789749,0,0,0,1.8341638,0.87803173,0.74865836,BSU11290,,939802,,
936388,7.715689,8.454801,6.852124,7.19012,7.8911815,7.641169,7.93069,7.3628016,7.501392,7.366235,7.0375257,7.580207,7.1416254,7.0032625,7.8723154,7.362791,7.9514637,7.5797157,6.9276495,6.980361,7.4016895,7.307281,7.900729,8.000121,BSU11300,,936388,,
939358,6.7641134,8.200784,5.995364,6.0133553,7.040659,7.0640583,7.3760223,6.9097977,6.9379325,6.801233,6.511226,6.896884,6.755673,6.5722675,7.5055704,6.681483,7.55187,7.3238244,6.471763,6.5264606,6.7958846,7.161026,7.8059745,7.79504,BSU11310,,939358,,
939366,0,2.9319046,2.7824197,0,0.84527785,1.8867819,2.2479496,0.17454858,2.0761762,0,1.228949,1.1370298,3.1390002,1.3852166,1.6359068,1.2950569,0.17137259,5.26368,2.439989,0.68867123,0.27622226,0.24920128,2.0564806,2.4386516,BSU11320,,939366,,
936392,10.268011,9.9585085,8.837728,8.894585,9.189791,8.319522,9.404447,8.641388,9.661812,9.634484,7.239986,8.189545,9.5484705,9.91904,9.892049,9.728552,9.844313,9.665592,9.564066,9.320126,8.92241,9.122251,10.29818,10.700825,BSU11330,,936392,,
939803,10.936853,11.423724,10.216133,11.008979,10.952617,9.92115,10.308536,9.975721,10.5854645,10.65902,9.37844,10.308837,10.316348,10.854109,10.780928,10.9939995,11.109812,10.679046,10.528459,10.443667,9.658437,10.115077,11.211387,11.364664,BSU11340,,939803,,GO:0006633|GO:0033817
939806,0.36293024,0.77371573,0.4604915,0,1.8452778,1.079427,0,0,0,1.145296,0.4430738,2.1524599,3.1390002,0,0,2.2950568,0.17137259,0,0.8550266,2.0564032,1.4502516,1.2492013,0.6149973,0,BSU11350,,939806,,
936391,1.0164772,2.204001,6.1920743,6.596247,5.2006397,2.9863176,5.3456173,6.9021177,7.677096,6.4100046,6.1194963,4.956335,7.605255,6.878024,5.265206,5.882375,4.289299,4.4529953,7.027887,5.6308284,6.4707437,6.1516204,1.4629942,0.43174103,BSU11360,,936391,,GO:0005524|GO:0006810|GO:0009898|GO:0042626
936390,2.9672508,0,7.0368347,6.6973953,5.6323,2.886782,5.6080027,6.9926157,7.865569,7.297992,6.4132233,5.1088142,7.3974023,7.050519,5.9679728,6.286634,4.133158,4.6243997,7.400328,6.2025886,6.8962607,7.3573,1.2565433,1.5420952,BSU11370,,936390,,GO:0005524|GO:0006810|GO:0009898|GO:0042626
936400,1.9478928,1.9436407,6.3252854,6.5626583,5.252735,3.5512247,5.939665,6.6706033,7.0483484,7.2311277,7.653199,5.339911,7.6711707,7.385901,6.3366785,5.3951936,5.6265216,5.2928267,7.0276365,6.623111,6.6540055,6.9674234,2.6853867,2.8322835,BSU11390,,936400,,GO:0005886|GO:0006857|GO:0015031|GO:0015198|GO:0016021|GO:0030420|GO:0030435
936394,2.1242156,2.4741554,6.210818,6.1683793,5.9745607,2.9569912,6.134283,6.279069,7.3496523,7.0863085,7.610086,6.054954,7.7096667,7.416656,6.002628,5.2019477,5.4365954,5.001465,6.910939,6.536001,6.117314,7.1897025,2.5409968,2.8596897,BSU11400,,936394,,GO:0006857
939369,0.36293024,0,1.4604915,0,0,0,0,0,2.1350696,3.0431817,0.22894901,0.15245986,0,1.3852166,2.6888018,0,0,0,0.8550266,2.9043999,2.4502516,1.2492013,0.69360703,0.4267303,BSU11410,,939369,,
939361,8.156232,9.206149,6.569016,6.1210737,7.2470284,6.9589486,7.229667,7.0915136,7.061175,7.644,7.212627,6.7523727,6.5313177,6.658235,8.536129,8.339232,9.022538,8.513578,7.9920177,7.361825,7.294738,6.935484,9.082082,9.020972,BSU11420,,939361,,GO:0004830|GO:0005737|GO:0006436
936398,9.839798,8.816,12.347324,12.594851,11.0195055,9.749247,11.422322,12.317331,11.799727,11.769828,13.191361,11.746245,13.021958,13.032275,11.694647,12.108366,11.045408,11.10084,12.254512,11.665022,12.49512,12.394457,9.087424,9.262841,BSU11430,,936398,,GO:0005488|GO:0006810|GO:0042626|GO:0043190
936397,7.004805,4.795145,8.841228,8.141359,7.616683,5.946137,7.7252383,8.192987,8.079767,7.8156276,8.408387,6.8680215,9.180563,9.379697,7.4575176,8.327011,7.653838,6.670958,8.633244,7.8121,8.719434,8.601079,5.355475,5.754273,BSU11440,,936397,,GO:0005887|GO:0006810|GO:0042626|GO:0043190
936396,6.756348,5.1668115,9.139627,8.9784975,7.2930465,6.566875,8.092622,8.600117,8.079654,8.1373,8.473972,7.0446,9.729046,9.611897,7.3378234,8.478571,7.7899137,6.5894113,9.235103,8.379493,9.017957,8.9118,5.4590273,5.354004,BSU11450,,936396,,GO:0006857
939814,7.322689,4.898115,9.61884,9.543271,8.187366,7.1828504,8.519942,9.142524,8.938657,8.694832,9.457,8.026837,10.507416,10.342022,8.003368,8.93671,8.52774,7.2995863,9.629519,8.844679,9.527118,9.368835,6.0629797,6.0914216,BSU11460,,939814,,GO:0005524|GO:0006810|GO:0009898|GO:0042626
936410,7.3245964,6.5209885,9.717258,10.046145,8.205152,7.315368,8.923961,9.519401,9.304641,9.075332,10.068207,8.846818,10.656796,10.672753,8.479695,9.132787,8.892387,7.7445807,9.7787075,9.051597,9.735463,9.825117,6.3130174,6.7957687,BSU11470,,936410,,GO:0005524|GO:0006810|GO:0009898|GO:0042626
936399,3.5974123,2.5810707,4.332335,5.429196,4.6485047,3.696811,4.2046504,3.2922437,3.7200322,4.083895,3.0849388,3.1524599,6.226463,5.0700355,3.3668737,4.1024117,3.9101405,4.229116,4.7260203,3.6413655,3.6201766,4.708633,3.4240003,2.6746578,BSU11480,,936399,,GO:0005215|GO:0005887|GO:0006810
939373,10.003461,8.726319,8.761022,9.242429,8.898607,9.695395,9.4257,10.1161,9.614467,9.289621,9.136904,9.176801,10.071419,10.183091,9.725266,8.32156,7.7893767,9.067695,8.401907,8.653993,9.778568,9.683821,8.505751,8.478812,BSU11490,,939373,,
936407,10.034311,10.5810375,10.343475,11.141882,10.737258,10.385912,11.240473,10.904932,10.84731,10.466018,10.748144,11.727067,11.274078,10.985942,10.940201,10.128051,9.338581,9.950477,9.944079,10.0483885,10.917781,10.745939,9.857026,9.453245,BSU11500,,936407,,GO:0003824
939805,0.36293024,2.6806064,1.4604915,0,0,1.8407122,2.6872346,0.17454858,0.49121344,2.1452959,0.22894901,2.474388,0,1.3852166,0.36687365,0.29505688,1.4933008,0.64897037,0,2.5418298,1.4502516,1.2492013,2.1162364,2.4557817,BSU11510,,939805,,GO:0003674|GO:0008150|GO:0016021
936406,8.713989,9.3608675,9.472056,10.1583395,9.079375,9.015538,9.998599,9.717573,9.515308,9.280076,9.918335,10.097008,10.754405,9.929285,9.608444,9.050674,8.660744,9.137728,9.104867,8.995448,9.767575,9.921639,8.873249,8.857347,BSU11520,,936406,,
939370,2.2835338,1.8221844,3.7564185,4.880795,3.1549413,4.0834675,4.388622,3.9500213,3.3028557,3.2121203,4.587908,3.4974759,5.7972336,5.689728,4.584196,4.004515,3.5180635,4.6714973,3.455073,3.5528977,4.506835,4.4066668,2.6792703,2.507485,BSU11530,,939370,,
936404,9.4277115,8.941208,11.223284,11.267231,9.550757,10.751463,10.430552,10.636092,10.505733,10.150002,11.185809,9.81481,11.824023,11.5275135,9.750062,10.114187,9.276395,9.927135,10.395218,10.107404,10.409259,10.543623,9.054846,9.070981,BSU11540,,936404,,GO:0004222|GO:0006508
8303008,0,0,0,0,0.4302403,0,0,0,0,0,0,0,1.8308778,1.2470194,0.36687365,1.992892,0,0,0,0,1.1987128,0.941079,0,0,BSU11549,,8303008,,GO:0003674|GO:0005575|GO:0008150
939365,7.5919733,7.7978992,7.9957705,8.055366,7.6579833,7.7712903,7.7019258,7.2750254,7.366936,7.4395156,7.5309024,7.4264402,7.28221,7.309118,7.5780272,6.5524764,7.0383368,7.25112,6.8983674,7.514209,7.8762503,7.841949,7.747907,7.602625,BSU11550,,939365,,
936416,6.714334,6.465501,6.5755258,6.742826,6.400424,6.2142987,6.3485193,6.1674047,6.335389,6.3471103,6.0646915,5.807599,6.4157047,6.3567395,6.5489187,6.092282,6.129948,6.200745,6.046359,6.2288346,6.3786855,6.41688,6.539124,6.7174163,BSU11560,,936416,,GO:0005344|GO:0015671
939382,8.261918,9.536472,6.9637427,8.2084465,8.289646,7.8683977,9.457027,8.383772,8.309303,8.402537,8.138835,8.875111,7.1371956,7.4287434,8.912856,7.9695277,7.706734,8.8466215,7.9149785,7.8599963,7.7167273,7.8709493,9.052058,9.002629,BSU11570,,939382,,GO:0008152|GO:0016757
936408,5.8902507,6.760674,4.8607926,5.0972915,4.43024,5.4059834,5.9970784,4.3460755,5.0464587,5.1238084,4.0526986,4.339911,4.460928,4.53722,5.093716,4.3136444,4.6429214,5.485151,3.847795,4.498683,4.027899,4.738251,6.0988946,6.412164,BSU11580,,936408,,GO:0004016|GO:0006171
939376,6.464376,6.732388,4.668133,3.7287562,3.6053467,5.941548,5.33892,5.796679,4.534771,5.4661016,5.2865596,4.857557,5.4465885,4.6361785,5.3918514,4.362007,4.9059353,5.558001,4.6303883,5.5042925,4.855549,5.2247715,6.2745757,5.9262085,BSU11590,,939376,,
939809,7.478532,6.3993926,7.2250776,6.1890197,7.150298,7.5235777,6.9511046,7.008899,7.1468186,7.0046644,7.6323304,6.824525,6.662562,6.8120046,6.8452444,6.6525817,6.652239,7.0299053,6.9443765,6.8961086,6.9161706,7.049921,6.9122787,6.9084167,BSU11600,,939809,,
936414,7.6737185,6.375208,8.031363,7.636359,7.735643,8.550361,7.165187,7.3441358,7.490653,7.5797205,7.9774623,7.5586743,7.226463,7.369053,7.1491942,7.43405,6.946961,7.141363,7.5103264,7.653329,7.4921255,7.787518,6.9701676,6.9748898,BSU11610,,936414,,GO:0016301|GO:0019363
939808,7.934937,7.9265947,8.624055,8.119346,8.274894,8.839754,7.747201,7.9106874,8.118159,8.08464,8.137234,7.625647,7.876687,8.124821,7.5795903,7.875339,7.6224732,7.692095,8.348076,8.388463,8.183315,7.9647994,7.7346635,7.699215,BSU11620,,939808,,GO:0001522|GO:0009451|GO:0009982
936412,2.947893,3.0635502,2.7824197,4.313719,2.8452778,3.3897672,3.3876743,2.3725357,4.1319027,4.145296,2.5397365,4.4743876,4.460928,3.9540596,3.2737641,2.2950568,3.478801,2.6668923,3.553245,2.9043999,2.8507895,3.708633,3.6109843,3.234085,BSU11630,,936412,,
939371,6.221844,7.014886,3.7824197,4.050684,4.5457177,5.856218,4.6917357,3.967404,4.0095387,4.8398046,3.398874,3.7236617,2.1390002,3.970179,5.34587,4.7544885,5.07682,4.2589617,3.8550267,4.823634,3.6201766,5.1071825,6.457176,6.407629,BSU11640,,939371,,
939807,3.5917034,2.7289832,3.2678463,1.7287561,1.8452778,3.0984583,3.0642362,2.4964767,2.8720353,1.5603334,1.228949,3.0544007,2.1390002,2.3852167,3.0673134,1.8800194,1.9984711,1.9708984,3.439989,3.7872431,2.2829916,3.5711293,1.8780317,2.7151778,BSU11650,,939807,,
936411,3.5244412,2.842076,3.8762121,3.5987098,2.4302404,3.3721106,2.2137313,2.5198636,3.3758597,1.863821,1.2878506,3.2374315,3.1390002,0,2.770359,3.1024117,2.584168,1.6489704,3.1769547,1.902556,3.1353438,3.24626,2.6595104,2.2739284,BSU11660,,936411,,GO:0004789|GO:0009228
939377,4.6387534,3.6570346,3.4945867,3.5742183,3.4302404,3.498008,4.209661,3.939174,3.7367916,2.9905884,4.1113067,3.7432816,3.1390002,3.8860188,2.8072453,3.9954967,3.471652,4.003011,4.102954,4.2627673,4.1564593,2.3455005,3.1519737,3.7735527,BSU11670,,939377,,GO:0016647
939811,0.5896001,0,0,1.7287561,0.84527785,1.243561,0.103514336,1.2223215,0.5501071,0,1.2845327,0,2.1390002,0,0,0.29505688,0,0,0.8550266,1.7531766,0,0.24920128,0,1.0442989,BSU11680,,939811,,GO:0003824|GO:0009228
